B0CLKQF5HR$Swan Song$Elin Hilderbrand$June 11, 2024$"$30.00"$"$14.99"$4.4$22,456 ratings$380 pages$English$Little, Brown and Company (June 11, 2024)$NZLisaM$5.0 out of 5 stars$Elin Hilderbrand’s Last Hurrah was Pure Escapism!$Reviewed in the United States on June 20, 2024
B0CL72PR7B$A Death in Cornwall: A Novel (Gabriel Allon Book 24)$Daniel Silva$July 9, 2024$"$32.00"$"$13.99"$4.5$16,020 ratings$428 pages$English$Harper (July 9, 2024)$Amazon Customer$5.0 out of 5 stars$Just as sublime as the KILL ARTIST, and every installment since, it is not to be missed.$Reviewed in the United States on August 28, 2024
B0DDKHNVWF$Quicksilver$Callie Hart$September 10, 2024$$"$5.99"$4.7$35,411 ratings$624 pages$English$Forever (September 10, 2024)$Tracey Magruder$5.0 out of 5 stars$A Captivating Dark Fantasy Romance$Reviewed in the United States on August 27, 2024
B09BNH4TLW$Remarkably Bright Creatures: A Novel$Shelby Van Pelt$May 3, 2022$$"$20.99"$4.6$79,345 ratings$368 pages$English$Ecco (May 3, 2022)$T. Sparks$5.0 out of 5 stars$A remarkable story$Reviewed in the United States on January 25, 2024
B0CKT8V7QD$The Briar Club: A Novel: A Thrilling and Powerful Story of Female Friendships and Secrets$Kate Quinn$July 9, 2024$"$28.99"$"$14.99"$4.5$5,872 ratings$430 pages$English$William Morrow (July 9, 2024)$Choosy Shopper$5.0 out of 5 stars$Magnificent from start to finish$Reviewed in the United States on September 25, 2024
B0C688XZQW$The Coworker$Freida McFadden$August 29, 2023$$"$3.99"$4.1$89,989 ratings$370 pages$English$Hollywood Upstairs Press (August 29, 2023)$Kansas City Girl$5.0 out of 5 stars$BRAVO MS. MC FADDEN......BRAVO!!$Reviewed in the United States on September 20, 2024
B00CU7YHQY$Crown of Midnight (Throne of Glass Book 2)$Sarah J. Maas$August 27, 2013$"$15.20"$"$8.21"$4.7$98,467 ratings$440 pages$English$Bloomsbury Publishing; 1st edition (August 27, 2013)$Jenna Detrapani$5.0 out of 5 stars$Beautifully-written, thrilling and mysterious...$Reviewed in the United States on September 24, 2013
B0D9QBHRNT$The Bonus$T L  Swan$August 13, 2024$"$18.99"$"$4.99"$4.4$16,915 ratings$555 pages$English$T L Swan (August 13, 2024)$Eileen Mcconkie$5.0 out of 5 stars$Funny and heart breaking$Reviewed in the United States on October 4, 2024
B0CL5DFTPW$Shadow of Doubt: A Thriller (Scot Harvath Book 23)$Brad Thor$August 6, 2024$"$29.99"$"$14.99"$4.7$6,826 ratings$365 pages$English$Atria/Emily Bestler Books (August 6, 2024)$Jaime$5.0 out of 5 stars$One of the best by Thor$Reviewed in the United States on September 1, 2024
B0CCNBRNRQ$Funny Story$Emily Henry$April 23, 2024$"$29.00"$"$12.99"$4.5$65,745 ratings$395 pages$English$Berkley (April 23, 2024)$Jeeves Reads Romance$5.0 out of 5 stars$Loved it$Reviewed in the United States on April 25, 2024
B0CW2GRXDD$Lucky Loser: How Donald Trump Squandered His Father's Fortune and Created the Illusion of Success$Russ Buettner$September 17, 2024$"$35.00"$"$14.99"$4.6$197 ratings$528 pages$English$Penguin Press (September 17, 2024)$Southern Rose$5.0 out of 5 stars$Very Informative & well resesrched.$Reviewed in the United States on September 29, 2024
B0CDKLBD2W$The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War$Erik Larson$April 30, 2024$"$35.00"$"$14.99"$4.5$8,594 ratings$559 pages$English$Crown (April 30, 2024)$Tom Weikert$5.0 out of 5 stars$An appeal to the better angels of our nature...$Reviewed in the United States on July 6, 2024
B07QBC8QTP$House of Earth and Blood (Crescent City Book 1)$Sarah J. Maas$March 3, 2020$"$15.20"$"$8.21"$4.7$111,285 ratings$804 pages$English$Bloomsbury Publishing; 1st edition (March 3, 2020)$Ari$5.0 out of 5 stars$Stellar$Reviewed in the United States on March 23, 2020
B0CGZFPKTZ$The Life Impossible: A Novel$Matt Haig$September 3, 2024$$"$14.99"$4.1$1,636 ratings$333 pages$English$Viking (September 3, 2024)$Trevor & Tara$5.0 out of 5 stars$Great novel$Reviewed in the United States on September 11, 2024
B01M8NHXGH$Tower of Dawn (Throne of Glass Book 6)$Sarah J. Maas$September 5, 2017$"$15.20"$"$8.21"$4.6$66,628 ratings$675 pages$English$Bloomsbury Publishing; 1st edition (September 5, 2017)$melanie (meltotheany / jtotheimin)$5.0 out of 5 stars$5/5$Reviewed in the United States on September 7, 2017
B0DFYT48X3$Marsh Madness (Miss Fortune Mysteries Book 28)$Jana DeLeon$September 2, 2024$"$12.99"$"$7.99"$4.8$2,699 ratings$349 pages$English$J&R Publishing (September 2, 2024)$CookieCamp$5.0 out of 5 stars$Best story yet!!$Reviewed in the United States on September 27, 2024
B00TU3BTUI$Queen of Shadows (Throne of Glass Book 4)$Sarah J. Maas$September 1, 2015$"$15.20"$"$8.21"$4.8$95,137 ratings$662 pages$English$Bloomsbury Publishing; 1st edition (September 1, 2015)$Melynda Wangsness$5.0 out of 5 stars$“So the world ended. And the next one began.”$Reviewed in the United States on July 26, 2024
B09CLVJJ77$Haunting Adeline (Cat and Mouse Duet Book 1)$H. D.  Carlton$August 12, 2021$"$19.99"$"$4.99"$4.4$117,434 ratings$564 pages$English$(August 12, 2021)$readwithevelane$5.0 out of 5 stars$Help, I've fallen in love with a stalker$Reviewed in the United States on February 8, 2022
B007N6JEII$Throne of Glass$Sarah J. Maas$August 7, 2012$"$15.20"$"$8.21"$4.5$117,137 ratings$428 pages$English$Bloomsbury Publishing; 1st edition (August 7, 2012)$Melissa$5.0 out of 5 stars$Hurray for a Well-Written, Strong and Intelligent Heroine!$Reviewed in the United States on August 12, 2012
B0CQSC9J12$On the Edge: The Art of Risking Everything$Nate Silver$August 13, 2024$"$35.00"$"$18.99"$4.2$350 ratings$572 pages$English$Penguin Press (August 13, 2024)$Matt Glassman$5.0 out of 5 stars$Best book I've read this year, by far. Informative, deeply-researched, and just fun to read.$Reviewed in the United States on August 13, 2024
B00I43Z1J0$Heir of Fire (Throne of Glass Book 3)$Sarah J. Maas$September 2, 2014$"$15.20"$"$8.21"$4.7$90,746 ratings$583 pages$English$Bloomsbury Publishing; 1st edition (September 2, 2014)$Amazon Customer$5.0 out of 5 stars$Get This Book Now!$Reviewed in the United States on September 13, 2014
B00JO8PEN2$The Nightingale: A Novel$Kristin Hannah$February 3, 2015$"$17.99"$"$11.99"$4.7$324,750 ratings$593 pages$English$St. Martin's Press (February 3, 2015)$JBenoit$5.0 out of 5 stars$Epic and powerful story of survival and strength$Reviewed in the United States on December 14, 2015
B0CV2Y8CQC$Truly Madly Deeply: A Grumpy x Sunshine Romance (Forbidden Love Book 1)$L.J. Shen$September 10, 2024$"$16.99"$"$4.99"$4.4$7,543 ratings$568 pages$English$(September 10, 2024)$Yami's Bookshelf$5.0 out of 5 stars$🌟🌟Another 5 Star By LJ Shen🌟🌟$Reviewed in the United States on September 10, 2024
B01ANM7GJC$Empire of Storms (Throne Of Glass Series Book 5)$Sarah J. Maas$September 6, 2016$"$15.20"$"$8.21"$4.8$84,088 ratings$704 pages$English$Bloomsbury Publishing; 1st edition (September 6, 2016)$Kyera$5.0 out of 5 stars$I didn't feel as though the story lagged or the pacing was poor. Any free minute I had$Reviewed in the United States on January 15, 2018
B0CW2T23BT$Intermezzo: A Novel$Sally Rooney$September 24, 2024$"$29.00"$"$14.99"$4.3$299 ratings$431 pages$English$Farrar, Straus and Giroux (September 24, 2024)$Jon Shemitz$5.0 out of 5 stars$A novel about troubled brilliant people that makes you feel smarter$Reviewed in the United States on September 30, 2024
B0CT1DV67H$Percy Jackson and the Olympians: Wrath of the Triple Goddess: The Senior Year Adventures, Book 2$Rick Riordan$September 24, 2024$"$19.99"$"$10.99"$4.7$883 ratings$287 pages$English$Disney Hyperion (September 24, 2024)$tal$5.0 out of 5 stars$Absolutely lovely$Reviewed in the United States on October 2, 2024
B09G9D94VW$Horse: A Novel$Geraldine Brooks$June 14, 2022$"$19.00"$"$14.99"$4.6$42,777 ratings$413 pages$English$Viking (June 14, 2022)$Thomas Kelso$5.0 out of 5 stars$A brilliant work of historical fiction with a powerful message$Reviewed in the United States on December 4, 2022
B0BMF2M8Z6$The Lost Bookshop: The most charming and uplifting novel for 2024 and the perfect gift for book lovers!$Evie Woods$June 22, 2023$"$18.99"$"$13.99"$4.4$99,925 ratings$444 pages$English$One More Chapter (June 22, 2023)$LunaReviews$5.0 out of 5 stars$I highly recommend it to anyone who cherishes the magic of stories and the comfort of a good book.$Reviewed in the United States on October 1, 2024
B0CV2933TR$Creation Lake: A Novel$Rachel Kushner$September 3, 2024$"$29.99"$"$14.99"$3.8$1,036 ratings$413 pages$English$Scribner (September 3, 2024)$Susan Bass$5.0 out of 5 stars$Don’t be fooled by the hype$Reviewed in the United States on September 16, 2024
B0CFM9PSV7$Born of Blood and Ash: A Flesh and Fire Novel$Jennifer L. Armentrout$August 13, 2024$$"$8.99"$4.4$5,582 ratings$770 pages$English$Blue Box Press (August 13, 2024)$JKCKirk$5.0 out of 5 stars$All the things you wanted and more$Reviewed in the United States on August 19, 2024
B0CRP6SPL1$Nexus: A Brief History of Information Networks from the Stone Age to AI$Yuval Noah Harari$September 10, 2024$$"$15.99"$4.4$401 ratings$515 pages$English$Random House (September 10, 2024)$Gary Moreau, Author$5.0 out of 5 stars$Like everything else, AI exists in context$Reviewed in the United States on September 30, 2024
B0BY9M2C4X$House of Flame and Shadow (Crescent City Book 3)$Sarah J. Maas$January 30, 2024$"$22.40"$"$9.18"$4.6$91,104 ratings$852 pages$English$Bloomsbury Publishing; 1st edition (January 30, 2024)$JD$5.0 out of 5 stars$Exceptional plot, fantastic writing, and perfect ending with space for future books$Reviewed in the United States on February 25, 2024
B0D4YYKBC7$My Rules (Kingston Lane Book 2)$T L Swan$September 17, 2024$$"$3.99"$4.4$5,245 ratings$503 pages$English$Montlake (September 17, 2024)$Kim L$5.0 out of 5 stars$Oh my heart!$Reviewed in the United States on October 4, 2024
B0C8MGS6GR$James: A Novel$Percival Everett$March 19, 2024$"$28.00"$"$14.99"$4.6$20,474 ratings$304 pages$English$Doubleday (March 19, 2024)$Chris L.$5.0 out of 5 stars$excellent, powerful book!$Reviewed in the United States on September 18, 2024
B0C1Y9RMLR$First Lie Wins: Reese's Book Club Pick (A Novel)$Ashley Elston$January 2, 2024$"$28.00"$"$13.99"$4.3$65,105 ratings$348 pages$English$Pamela Dorman Books (January 2, 2024)$Kindle Customer$5.0 out of 5 stars$Great Ending. I didn't see it coming.$Reviewed in the United States on September 29, 2024
B0CLFB86PL$Goldfinch (The Plated Prisoner Series Book 6)$Raven Kennedy$September 24, 2024$"$18.99"$"$6.99"$4.6$3,447 ratings$679 pages$English$September 24, 2024$Lar$5.0 out of 5 stars$Satisfying ending$Reviewed in the United States on September 29, 2024
B09TWSRMCB$The Housemaid: An absolutely addictive psychological thriller with a jaw-dropping twist$Freida McFadden$April 26, 2022$"$12.99"$"$3.99"$4.5$373,527 ratings$338 pages$English$Bookouture (April 26, 2022)$JC Bertot$5.0 out of 5 stars$Wow wow wow!$Reviewed in the United States on September 18, 2024
B0BTTJWYFN$The Pumpkin Spice Café: TikTok Made Me Buy It (Dream Harbor, Book 1)$Laurie Gilmore$August 30, 2023$"$18.99"$"$2.99"$3.8$21,745 ratings$286 pages$English$One More Chapter (August 30, 2023)$Dakoda Carpenter$4.0 out of 5 stars$Charming, cozy and not cheesy!$Reviewed in the United States on September 3, 2024
B0B14GBSYH$All the Broken Places: A Novel$John Boyne$November 29, 2022$$"$13.99"$4.6$22,649 ratings$399 pages$English$Pamela Dorman Books (November 29, 2022)$Becky$5.0 out of 5 stars$Excellent book!$Reviewed in the United States on June 11, 2024
B0CK4YL5FM$The Housemaid Is Watching: An absolutely gripping psychological thriller packed with twists$Freida McFadden$June 11, 2024$"$17.99"$"$7.99"$4.2$133,677 ratings$402 pages$English$Bookouture (June 11, 2024)$Jennifer Finken$5.0 out of 5 stars$Damn good book!$Reviewed in the United States on September 26, 2024
B0CRY25ZSW$Counting Miracles: A Novel$Nicholas Sparks$September 24, 2024$"$30.00"$"$14.99"$4.6$1,594 ratings$352 pages$English$Random House (September 24, 2024)$Kandi W Cavin$5.0 out of 5 stars$excellent and so touching$Reviewed in the United States on September 30, 2024
B0CPDW1Z8N$By Any Other Name: A Novel$Jodi Picoult$August 20, 2024$"$30.00"$"$14.99"$4.4$3,957 ratings$525 pages$English$Ballantine Books (August 20, 2024)$Sara L. Cannon$5.0 out of 5 stars$Mesmerizing$Reviewed in the United States on October 4, 2024
B0763LB5LQ$The Perfect Couple$Elin Hilderbrand$June 19, 2018$"$19.99"$"$9.99"$4.3$30,045 ratings$481 pages$English$Little, Brown and Company (June 19, 2018)$Kindle Customer$5.0 out of 5 stars$Great Story with plenty of twists$Reviewed in the United States on September 17, 2024
B09RX4B8R5$It Starts with Us: A Novel (It Ends with Us Book 2)$Colleen Hoover$October 18, 2022$$"$13.99"$4.5$193,596 ratings$332 pages$English$Atria Books (October 18, 2022)$john$5.0 out of 5 stars$I still want more$Reviewed in the United States on September 14, 2024
B09QMHZ53K$Demon Copperhead: A Novel$Barbara Kingsolver$October 18, 2022$"$21.99"$"$2.99"$4.6$114,795 ratings$556 pages$English$Harper (October 18, 2022)$Mark Stevens$5.0 out of 5 stars$Copperhead Road$Reviewed in the United States on January 7, 2024
B0176M3U10$It Ends with Us: A Novel$Colleen Hoover$August 2, 2016$$"$11.99"$4.7$368,386 ratings$381 pages$English$Atria Books (August 2, 2016)$DonnaC$5.0 out of 5 stars$One of my favourite CoHo books, amazing!!$Reviewed in the United States on August 3, 2016
B0CQHMW7TD$Passions in Death: An Eve Dallas Novel$J. D. Robb$September 3, 2024$"$30.00"$"$14.99"$4.6$9,563 ratings$363 pages$English$St. Martin's Press (September 3, 2024)$Carol G.$5.0 out of 5 stars$Futuristic detective novel, great characters, fast paced.$Reviewed in the United States on September 25, 2024
B0CV1QDT4H$Capture or Kill: A Mitch Rapp Novel by Don Bentley$Vince Flynn$September 3, 2024$$"$14.99"$4.5$4,618 ratings$459 pages$English$Atria/Emily Bestler Books (September 3, 2024)$Joyia Clayton$5.0 out of 5 stars$Great new Mitch Rapp Thriller$Reviewed in the United States on September 28, 2024
B00OZP5VRS$A Court of Thorns and Roses$Sarah J. Maas$May 5, 2015$"$15.20"$"$8.21"$4.6$237,963 ratings$439 pages$English$Bloomsbury Publishing; 1st edition (May 5, 2015)$MMG$5.0 out of 5 stars$A Captivating Fantasy Romance That Hooks You from the Start$Reviewed in the United States on August 27, 2024
B0CQJHF3HQ$We Solve Murders: A Novel$Richard Osman$September 17, 2024$"$30.00"$"$14.99"$4.5$5,089 ratings$397 pages$English$Pamela Dorman Books (September 17, 2024)$VLB$5.0 out of 5 stars$Wow.  It deserves way more than 5 stars.$Reviewed in the United States on September 20, 2024
B0C1YY5SQR$Too Late: Definitive Edition$Colleen Hoover$June 27, 2023$"$18.99"$"$12.99"$4.3$95,774 ratings$370 pages$English$Grand Central Publishing (June 27, 2023)$Wendi Rowles$5.0 out of 5 stars$good read$Reviewed in the United States on September 27, 2024
B015FELXQ0$A Court of Mist and Fury (A Court of Thorns and Roses Book 2)$Sarah J. Maas$May 3, 2016$"$15.20"$"$8.18"$4.8$214,099 ratings$641 pages$English$Bloomsbury Publishing; 1st edition (May 3, 2016)$Amazon Customer$5.0 out of 5 stars$Read This NOW!$Reviewed in the United States on May 21, 2016
B0CP93N5S2$All the Colors of the Dark: A Read with Jenna Pick$Chris Whitaker$June 25, 2024$"$30.00"$"$13.99"$4.6$21,862 ratings$586 pages$English$Crown (June 25, 2024)$BLS FL$5.0 out of 5 stars$Great Read!$Reviewed in the United States on August 5, 2024
B0B6HL1B2H$A Court of Thorns and Roses eBook Bundle: A 5 Book Bundle$Sarah J. Maas$July 12, 2022$"$60.80"$"$37.99"$4.8$33,858 ratings$2895 pages$English$Bloomsbury Publishing; 1st edition (July 12, 2022)$Amazon Customer$5.0 out of 5 stars$Amazing series!$Reviewed in the United States on May 9, 2024
B0CL1YQLB5$The God of the Woods: A Novel$Liz Moore$July 2, 2024$$"$14.99"$4.4$17,598 ratings$490 pages$English$Riverhead Books (July 2, 2024)$Nicole M Whisner$5.0 out of 5 stars$5/5 ⭐️$Reviewed in the United States on September 15, 2024
B01LOWN78Y$A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)$Sarah J. Maas$May 2, 2017$"$15.20"$"$9.99"$4.8$198,351 ratings$721 pages$English$Bloomsbury Publishing; 1st edition (May 2, 2017)$Amazon Customer$5.0 out of 5 stars$Best Read of 2017!$Reviewed in the United States on May 14, 2017
B0BGDM197Q$Fourth Wing (The Empyrean Book 1)$Rebecca Yarros$May 2, 2023$"$20.99"$"$14.99"$4.8$249,786 ratings$650 pages$English$Entangled: Red Tower Books (May 2, 2023)$Kali Braithwaite$5.0 out of 5 stars$Fourth Wing$Reviewed in the United States on September 19, 2024
B0CVPVD2JL$Here One Moment$Liane Moriarty$September 10, 2024$"$30.00"$"$14.99"$4.4$3,721 ratings$505 pages$English$Crown (September 10, 2024)$mbp$5.0 out of 5 stars$Liane Moriarty,  Here One Moment$Reviewed in the United States on September 27, 2024
B0C1X97LW7$The Women: A Novel$Kristin Hannah$February 6, 2024$$"$14.99"$4.7$186,564 ratings$472 pages$English$St. Martin's Press (February 6, 2024)$Mom of 3 Boys and a Lil Lass$5.0 out of 5 stars$An engaging, haunting, worthwhile read$Reviewed in the United States on September 21, 2024
B08PD33VZ3$Throne of Glass eBook Bundle: An 8 Book Bundle$Sarah J. Maas$November 26, 2020$"$68.00"$"$38.99"$4.7$45,942 ratings$5335 pages$English$Bloomsbury Publishing; 1st edition (November 26, 2020)$Nicole$5.0 out of 5 stars$Love Sarah Maas books!$Reviewed in the United States on September 2, 2024
B0CBGWMFSN$Nuclear War: A Scenario$Annie Jacobsen$March 26, 2024$$"$14.99"$4.7$6,010 ratings$400 pages$English$Dutton (March 26, 2024)$J Thomas$5.0 out of 5 stars$Very Interesting and Frightening$Reviewed in the United States on September 16, 2024
B0CJTL4QMG$Incidents Around the House: A Novel$Josh Malerman$June 25, 2024$"$28.00"$"$13.99"$4.0$2,747 ratings$373 pages$English$Del Rey (June 25, 2024)$K. A. Y.$5.0 out of 5 stars$Fantastic, and TRULY CREEPY novel!!!$Reviewed in the United States on July 25, 2024
B0B6Z4SVTH$The Wager: A Tale of Shipwreck, Mutiny and Murder$David Grann$April 18, 2023$"$30.00"$"$14.99"$4.5$31,847 ratings$327 pages$English$Doubleday (April 18, 2023)$Susan M Harris$5.0 out of 5 stars$Reads Like A Historical Novel$Reviewed in the United States on September 30, 2024
B09DGDVMN4$Southern Man: A Political Thriller from the Natchez Burning Series (Penn Cage Book 7)$Greg Iles$May 28, 2024$"$36.00"$"$16.99"$4.2$3,694 ratings$970 pages$English$William Morrow (May 28, 2024)$Kindle Customerz Sharon  Van Daele$5.0 out of 5 stars$A Story of Great Depth and Resonance$Reviewed in the United States on May 29, 2024
B006WEZ9TK$Shadow of Night: A Novel (All Souls Trilogy, Book 2)$Deborah Harkness$July 10, 2012$"$18.00"$"$12.99"$4.6$36,187 ratings$594 pages$English$Penguin Books (July 10, 2012)$Victoria (aka Zemfirka)$5.0 out of 5 stars$Breathtakingly Beautiful and Historically Rich$Reviewed in the United States on February 4, 2014
B0BTZ2CQQ1$The Edge (6:20 Man Book 2)$David Baldacci$November 14, 2023$"$19.99"$"$14.99"$4.6$38,000 ratings$417 pages$English$Grand Central Publishing (November 14, 2023)$ELF$5.0 out of 5 stars$great read; interesting and fast paced.$Reviewed in the United States on September 5, 2024
B0C1LJS1XX$The Perfect Fit$Sadie Kincaid$December 10, 2023$"$19.99"$"$4.99"$4.4$26,655 ratings$420 pages$English$Red House Press (December 10, 2023)$Aryn$5.0 out of 5 stars$fast paced with the right amount of spice$Reviewed in the United States on December 12, 2023
B0CW1F9Y7C$Beautiful Beast: An Age Gap Forced Proximity Mafia Romance (Mafia Legacy - Perfectly Imperfect Book 1)$Neva Altaj$July 19, 2024$"$14.00"$"$3.99"$4.7$10,507 ratings$372 pages$English$Neva Altaj (July 19, 2024)$Aisha A. Mohamed$5.0 out of 5 stars$AMAZING - love love love it!!$Reviewed in the United States on August 4, 2024
B00HB62MC0$Ugly Love: A Novel$Colleen Hoover$August 5, 2014$$"$11.99"$4.6$153,476 ratings$330 pages$English$Atria Books (August 5, 2014)$Lisa Maurer$5.0 out of 5 stars$Might be physically impossible for Colleen Hoover to write a book I don't love...$Reviewed in the United States on August 13, 2014
B0CJRQR62D$Never Kiss The Bad Boy (Never Say Never Book 4)$Lauren Landish$August 24, 2024$$"$5.99"$4.4$2,147 ratings$419 pages$English$(August 24, 2024)$Lisa Menor$5.0 out of 5 stars$😍 OFF THE CHARTS CHEMISTRY😍$Reviewed in the United States on August 25, 2024
B0DGHFXML7$Anathema (The Eating Woods)$Keri  Lake$September 8, 2024$$"$5.99"$4.6$876 ratings$704 pages$English$September 8, 2024$TM$5.0 out of 5 stars$the queen of gothic romance, elevated$Reviewed in the United States on September 23, 2024
B0192CTMX2$Harry Potter and the Prisoner of Azkaban$J.K. Rowling$December 8, 2015$$"$11.99"$4.8$95,241 ratings$180 pages$English$Pottermore Publishing (December 8, 2015)$Jeremy Jones$5.0 out of 5 stars$Another great addition to the Harry Potter saga$Reviewed in the United States on August 18, 2024
B07YBTCMPH$The Perfect Son$Freida McFadden$October 8, 2019$"$17.99"$"$3.99"$4.4$87,113 ratings$373 pages$English$Hollywood Upstairs Press (October 8, 2019)$jada$5.0 out of 5 stars$Favorite$Reviewed in the United States on September 28, 2024
B0CYQPK5QY$The Anti-Heroes: A Novel$Jen Lancaster$October 1, 2024$"$16.99"$"$5.99"$4.1$2,651 ratings$247 pages$English$Little A (October 1, 2024)$Kimberly H$5.0 out of 5 stars$Hilariously witty fun$Reviewed in the United States on October 1, 2024
B091SLLP6H$Twisted Games$Ana Huang$July 29, 2021$$"$5.99"$4.4$80,263 ratings$456 pages$English$(July 29, 2021)$Gupta$5.0 out of 5 stars$This is the best that Ana Huang has written, with Twisted Lies coming close$Reviewed in the United States on August 6, 2024
B0CY9VFNZX$Gateway To A New Beginning (#21 in the Bregdan Chronicles Historical Fiction Series)$Ginny Dye$September 15, 2024$"$22.00"$"$8.99"$4.7$266 ratings$532 pages$English$September 15, 2024$Miss Thistlebottom$5.0 out of 5 stars$Ever Forward$Reviewed in the United States on September 23, 2024
B0CZ8LSRR1$The Devil at His Elbow: Alex Murdaugh and the Fall of a Southern Dynasty$Valerie Bauerlein$August 20, 2024$$"$13.99"$4.7$504 ratings$469 pages$English$Ballantine Books (August 20, 2024)$maryanncello@yahoo.com$5.0 out of 5 stars$An Incredible Book!$Reviewed in the United States on September 25, 2024
B0BQMH4631$The Five-Star Weekend$Elin Hilderbrand$June 13, 2023$"$10.99"$"$9.99"$4.4$43,244 ratings$373 pages$English$Little, Brown and Company (June 13, 2023)$Ride-A-Bike$5.0 out of 5 stars$"Definitely a 5 Star-rating for ""The Five-Star Weekend"""$Reviewed in the United States on September 22, 2024
B0CT4CHX8Y$The Last Party$A. R. Torre$August 20, 2024$"$16.99"$"$4.99"$4.3$5,054 ratings$349 pages$English$Thomas & Mercer (August 20, 2024)$danimaldjb$5.0 out of 5 stars$Wow. Compelling page-turner.$Reviewed in the United States on August 24, 2024
B0DD8PP8KF$Sexting the Silverfox: An Age Gap, Single Dad Romance (Silver Fox Daddies)$K.C. Crowne$August 26, 2024$$"$3.99"$4.3$2,375 ratings$328 pages$English$August 26, 2024$AmberJohnson$5.0 out of 5 stars$Great Story$Reviewed in the United States on September 10, 2024
B09NLKXZ4J$City of Gods and Monsters (House of Devils Book 1)$Kayla Edwards$January 25, 2022$"$21.99"$"$3.99"$4.2$5,161 ratings$762 pages$English$Independently Published (January 25, 2022)$igniting_the_page$5.0 out of 5 stars$I want to be buried with this book$Reviewed in the United States on February 7, 2024
B07XNKRV83$Beach Read$Emily Henry$May 19, 2020$"$16.00"$"$12.99"$4.3$78,924 ratings$380 pages$English$Berkley (May 19, 2020)$Yen-Vy Le$5.0 out of 5 stars$best romance book i have read all year wowwwwwww$Reviewed in the United States on August 29, 2024
B002LC8HF0$The Hero of Ages: Book Three of Mistborn$Brandon Sanderson$October 14, 2008$"$11.99"$"$9.99"$4.8$29,354 ratings$586 pages$English$Tor Books; First edition (October 14, 2008)$Chip Hunter$5.0 out of 5 stars$Very highly recommended!  Completely satisfied with the conclusion to the Mistborn Trilogy.$Reviewed in the United States on July 16, 2013
B0192CTMW8$Harry Potter and the Chamber of Secrets$J.K. Rowling$December 8, 2015$$"$11.99"$4.8$99,040 ratings$357 pages$English$Pottermore Publishing; Reprint edition (December 8, 2015)$Maria Behar$5.0 out of 5 stars$A marvelous, magical, timeless tale!!$Reviewed in the United States on September 1, 2016
B0C1D5SZW4$Carnage: A Dark Revenge Romance$Shantel  Tessier$October 30, 2023$"$25.00"$"$4.99"$4.5$24,033 ratings$552 pages$English$(October 30, 2023)$Elissa Tompkins$5.0 out of 5 stars$Ties it all together$Reviewed in the United States on July 6, 2024
B0C1X64T4N$Heartless Hunter: The Crimson Moth: Book 1$Kristen Ciccarelli$February 20, 2024$"$20.00"$"$11.99"$4.4$20,221 ratings$411 pages$English$Wednesday Books (February 20, 2024)$Meghan & Rob Eppler$5.0 out of 5 stars$Thrilling and Fresh Romantasy$Reviewed in the United States on September 3, 2024
B0CZN69G14$Hidden Empire$K.L Mann$May 10, 2024$$"$3.99"$4.4$1,613 ratings$506 pages$English$(May 10, 2024)$Keeley$5.0 out of 5 stars$SO glad I found this on tic tok!!$Reviewed in the United States on September 22, 2024
B0BW9TRGKV$Elon Musk$Walter Isaacson$September 12, 2023$"$35.00"$"$16.99"$4.7$16,434 ratings$680 pages$English$Simon & Schuster (September 12, 2023)$Drewster$5.0 out of 5 stars$A Captivating Journey Through the Mind of Disrupter$Reviewed in the United States on November 6, 2023
B0BSTZZT12$Resurrection Walk (A Lincoln Lawyer Novel Book 7)$Michael Connelly$November 7, 2023$$"$3.99"$4.7$52,800 ratings$418 pages$English$Little, Brown and Company (November 7, 2023)$readsalot$5.0 out of 5 stars$Always excellent: the writing, the characters, the story$Reviewed in the United States on September 13, 2024
B0CHK7PDHH$The Reaping (Steinbeck and Reed Book 2)$Jess Lourey$September 3, 2024$$"$4.99"$4.4$1,936 ratings$326 pages$English$Thomas & Mercer (September 3, 2024)$The Book Pear$5.0 out of 5 stars$The Reaping by Jess Lourey$Reviewed in the United States on September 8, 2024
B084HJSJJ2$The Psychology of Money: Timeless lessons on wealth, greed, and happiness$Morgan Housel$September 8, 2020$"$15.99"$"$8.87"$4.7$55,659 ratings$224 pages$English$Harriman House (September 8, 2020)$Larry Frank$5.0 out of 5 stars$Timeless nuggets of wisdom$Reviewed in the United States on August 24, 2021
B0BHV6ZHT1$Powerless: A Small Town Friends to Lovers Romance$Elsie Silver$February 10, 2023$"$17.99"$"$5.99"$4.3$58,271 ratings$504 pages$English$(February 10, 2023)$Jenn Hott$5.0 out of 5 stars$Loved Every Second 💜$Reviewed in the United States on September 8, 2024
B013CATYHY$The Wild Robot$Peter Brown$April 19, 2016$"$8.99"$"$2.99"$4.8$11,394 ratings$321 pages$English$Little, Brown Books for Young Readers (April 19, 2016)$Ben Smith$5.0 out of 5 stars$A great Read for Kids!$Reviewed in the United States on October 2, 2024
B0CKRXNDCF$Caught Up (Windy City Book 3) (Windy City Series)$Liz  Tomforde$October 10, 2023$"$17.99"$"$5.99"$4.6$55,147 ratings$408 pages$English$Golden Boy Publishing (October 10, 2023)$Jeeves Reads Romance$5.0 out of 5 stars$Adored it$Reviewed in the United States on October 17, 2023
